date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:13:56	132418/132418	---M--	200	added ('OK')	image/jpeg	etag:%22b45077e8540e6080695dcb5755b4213b-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/graphic%20package%20%20(2).jpg	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/graphic%20package%20%20(2).jpg	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-graphic)
03:13:57	243459/243459	---M--	200	added ('OK')	image/jpeg	etag:%227bf1dfc9e88bba15a7093d4a88cbe502-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/graphic%20package%20(3).jpg	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/graphic%20package%20(3).jpg	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-graphic)
03:13:58	415361/415361	---M--	200	added ('OK')	image/png	etag:%2268bcd9d82cdbc9d7a21945697e313a51-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-front%20(2).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-front%20(2).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:13:59	974590/974590	---M--	200	added ('OK')	image/png	etag:%22eeb8fda4746b028c0583da50f531e6d6-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev%20(2).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev%20(2).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:00	316516/316516	---M--	200	added ('OK')	image/png	etag:%2296a42148843b7b1b373ed049260b537a-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-wp-front%20(2).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-wp-front%20(2).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:01	711318/711318	---M--	200	added ('OK')	image/png	etag:%2266079db0c682e59f83e426cae4492317-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-wp%20(2).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-wp%20(2).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:02	600215/600215	---M--	200	added ('OK')	image/png	etag:%2273aaa496f9cb9781c991f2cae3e6771a-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-wp-front%20(3).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-wp-front%20(3).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:03	258431/258431	---M--	200	added ('OK')	image/png	etag:%22f122643a225a0c0b9dddf059b815a516-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify-front%20(1).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify-front%20(1).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:03	1465216/1465216	---M--	200	added ('OK')	image/png	etag:%22b7faa4120dafda58b272ca5cbe845dcb-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-wp%20(3).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-wp%20(3).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:05	1415476/1415476	---M--	200	added ('OK')	image/png	etag:%22368798eec844377f5d57bc03f65d3b20-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify%20%20(1).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify%20%20(1).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:05	379775/379775	---M--	200	added ('OK')	image/png	etag:%22fa4e594802a0912ca7ba9268abc13c27-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify-front%20(2).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify-front%20(2).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:06	862384/862384	---M--	200	added ('OK')	image/png	etag:%2212ea2ab8d51795d5404dfd0c00b664f3-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify%20(2).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify%20(2).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:06	302577/302577	---M--	200	added ('OK')	image/png	etag:%22d76c58b6e44edd87ddb68015b898b758-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify-front%20(3).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify-front%20(3).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
03:14:07	786970/786970	---M--	200	added ('OK')	image/png	etag:%2282f7e97d48d0dbef508bb5645cbdb1ef-ssl%22	https://afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify%20(3).png	C:/My%20Web%20Sites/Portfolio/afsahfarooqui-portfoliowebsite.netlify.app/assets/portfolio/webdev-shopify%20(3).png	(from https://afsahfarooqui-portfoliowebsite.netlify.app/portfolio-web)
